time,open_bid,high_bid,low_bid,close_bid,open_ask,high_ask,low_ask,close_ask
2016-04-07 05 AM,1.41198,1.41522,1.41184,1.41437,1.41220,1.41543,1.41202,1.41459
2016-04-07 06 AM,1.41431,1.41564,1.41065,1.41144,1.41453,1.41585,1.41087,1.41168
2016-04-07 07 AM,1.41150,1.41187,1.40475,1.40829,1.41173,1.41209,1.40497,1.40847
2016-04-07 08 AM,1.40834,1.40875,1.40635,1.40826,1.40851,1.40892,1.40655,1.40843
2016-04-07 09 AM,1.40823,1.40823,1.40512,1.40730,1.40838,1.40838,1.40536,1.40748
2016-04-07 10 AM,1.40725,1.40886,1.40592,1.40760,1.40744,1.40904,1.40611,1.40775
2016-04-07 11 AM,1.40764,1.41166,1.40682,1.40780,1.40782,1.41185,1.40706,1.40798
2016-04-07 12 PM,1.40776,1.40956,1.40641,1.40904,1.40794,1.40972,1.40664,1.40925
2016-04-07 01 PM,1.40900,1.41082,1.40677,1.40999,1.40919,1.41103,1.40693,1.41017
2016-04-07 02 PM,1.40994,1.41161,1.40848,1.40943,1.41012,1.41178,1.40868,1.40962
2016-04-07 03 PM,1.40940,1.41048,1.40740,1.40824,1.40956,1.41068,1.40762,1.40841
2016-04-07 04 PM,1.40818,1.40906,1.40670,1.40670,1.40837,1.40926,1.40691,1.40691
2016-04-07 05 PM,1.40665,1.40690,1.40499,1.40587,1.40685,1.40710,1.40517,1.40611
2016-04-07 06 PM,1.40592,1.40691,1.40536,1.40604,1.40617,1.40711,1.40555,1.40631
2016-04-07 07 PM,1.40599,1.40661,1.40519,1.40543,1.40625,1.40681,1.40542,1.40564
2016-04-07 08 PM,1.40538,1.40579,1.40480,1.40552,1.40557,1.40606,1.40503,1.40581
2016-04-07 09 PM,1.40496,1.40583,1.40490,1.40499,1.40596,1.40624,1.40555,1.40556
2016-04-07 10 PM,1.40500,1.40548,1.40451,1.40521,1.40556,1.40580,1.40493,1.40552
2016-04-07 11 PM,1.40521,1.40600,1.40510,1.40514,1.40554,1.40622,1.40532,1.40538
2016-04-08,1.40509,1.40637,1.40469,1.40560,1.40533,1.40665,1.40497,1.40578
2016-04-08 01 AM,1.40550,1.40750,1.40546,1.40657,1.40576,1.40774,1.40569,1.40680
2016-04-08 02 AM,1.40656,1.40690,1.40605,1.40644,1.40680,1.40709,1.40627,1.40665
2016-04-08 03 AM,1.40646,1.40683,1.40635,1.40657,1.40666,1.40704,1.40656,1.40675
2016-04-08 04 AM,1.40653,1.40743,1.40634,1.40702,1.40670,1.40762,1.40653,1.40723
2016-04-08 05 AM,1.40706,1.40781,1.40593,1.40713,1.40730,1.40803,1.40615,1.40739
2016-04-08 06 AM,1.40709,1.40787,1.40397,1.40502,1.40732,1.40808,1.40416,1.40525
2016-04-08 07 AM,1.40499,1.41401,1.40407,1.41220,1.40522,1.41424,1.40426,1.41240
2016-04-08 08 AM,1.41222,1.41361,1.40923,1.41054,1.41244,1.41382,1.40944,1.41074
2016-04-08 09 AM,1.41049,1.41065,1.40708,1.40784,1.41068,1.41083,1.40730,1.40803
2016-04-08 10 AM,1.40790,1.40895,1.40506,1.40677,1.40808,1.40915,1.40528,1.40696
2016-04-08 11 AM,1.40671,1.40855,1.40632,1.40834,1.40691,1.40876,1.40654,1.40856
2016-04-08 12 PM,1.40840,1.41132,1.40739,1.40918,1.40861,1.41157,1.40762,1.40936
2016-04-08 01 PM,1.40922,1.41126,1.40816,1.40860,1.40941,1.41143,1.40839,1.40888
2016-04-08 02 PM,1.40868,1.41099,1.40868,1.41048,1.40890,1.41120,1.40890,1.41064
2016-04-08 03 PM,1.41042,1.41332,1.40888,1.41026,1.41061,1.41352,1.40907,1.41044
2016-04-08 04 PM,1.41021,1.41275,1.40995,1.41165,1.41040,1.41303,1.41016,1.41184
2016-04-08 05 PM,1.41170,1.41190,1.41027,1.41130,1.41190,1.41213,1.41050,1.41149
2016-04-08 06 PM,1.41124,1.41232,1.41068,1.41211,1.41144,1.41253,1.41089,1.41233
2016-04-08 07 PM,1.41216,1.41301,1.41207,1.41261,1.41239,1.41325,1.41232,1.41284
2016-04-08 08 PM,1.41261,1.41297,1.41193,1.41200,1.41283,1.41397,1.41235,1.41286
2016-04-10 09 PM,1.41122,1.41217,1.41024,1.41215,1.41177,1.41275,1.41099,1.41272
2016-04-10 10 PM,1.41216,1.41280,1.41197,1.41252,1.41272,1.41318,1.41258,1.41284
2016-04-10 11 PM,1.41253,1.41296,1.41210,1.41296,1.41282,1.41317,1.41239,1.41317
2016-04-11,1.41290,1.41290,1.41146,1.41168,1.41311,1.41313,1.41170,1.41193
2016-04-11 01 AM,1.41175,1.41231,1.41069,1.41175,1.41197,1.41253,1.41096,1.41195
2016-04-11 02 AM,1.41171,1.41351,1.41058,1.41304,1.41190,1.41376,1.41085,1.41332
2016-04-11 03 AM,1.41312,1.41362,1.41246,1.41289,1.41336,1.41394,1.41272,1.41312
2016-04-11 04 AM,1.41286,1.41433,1.41280,1.41378,1.41309,1.41460,1.41304,1.41397
2016-04-11 05 AM,1.41381,1.41437,1.41202,1.41268,1.41404,1.41459,1.41229,1.41291
2016-04-11 06 AM,1.41265,1.41384,1.41150,1.41378,1.41290,1.41406,1.41173,1.41400
2016-04-11 07 AM,1.41373,1.41428,1.41063,1.41420,1.41393,1.41449,1.41082,1.41442
2016-04-11 08 AM,1.41415,1.42267,1.41415,1.41957,1.41436,1.42287,1.41436,1.41978
2016-04-11 09 AM,1.41951,1.42047,1.41768,1.41971,1.41973,1.42065,1.41785,1.41991
2016-04-11 10 AM,1.41970,1.42506,1.41930,1.42333,1.41991,1.42526,1.41951,1.42353
2016-04-11 11 AM,1.42329,1.42447,1.42193,1.42205,1.42347,1.42465,1.42211,1.42223
2016-04-11 12 PM,1.42206,1.42509,1.42197,1.42363,1.42226,1.42529,1.42214,1.42383
2016-04-11 01 PM,1.42368,1.42782,1.42296,1.42768,1.42389,1.42802,1.42315,1.42788
2016-04-11 02 PM,1.42774,1.42859,1.42512,1.42627,1.42792,1.42885,1.42532,1.42646
2016-04-11 03 PM,1.42632,1.42686,1.42332,1.42376,1.42653,1.42704,1.42350,1.42395
2016-04-11 04 PM,1.42381,1.42480,1.42340,1.42418,1.42401,1.42499,1.42358,1.42436
2016-04-11 05 PM,1.42422,1.42474,1.42285,1.42319,1.42441,1.42493,1.42307,1.42340
2016-04-11 06 PM,1.42318,1.42516,1.42299,1.42381,1.42340,1.42540,1.42319,1.42408
2016-04-11 07 PM,1.42383,1.42437,1.42290,1.42340,1.42408,1.42458,1.42310,1.42360
2016-04-11 08 PM,1.42333,1.42400,1.42290,1.42353,1.42356,1.42434,1.42324,1.42401
2016-04-11 09 PM,1.42344,1.42391,1.42279,1.42308,1.42444,1.42457,1.42340,1.42398
2016-04-11 10 PM,1.42308,1.42356,1.42247,1.42273,1.42397,1.42404,1.42288,1.42308
2016-04-11 11 PM,1.42270,1.42341,1.42260,1.42312,1.42307,1.42365,1.42285,1.42334
2016-04-12,1.42306,1.42360,1.42274,1.42346,1.42328,1.42382,1.42295,1.42368
2016-04-12 01 AM,1.42338,1.42454,1.42291,1.42357,1.42364,1.42475,1.42315,1.42380
2016-04-12 02 AM,1.42358,1.42405,1.42307,1.42333,1.42376,1.42430,1.42329,1.42352
2016-04-12 03 AM,1.42327,1.42397,1.42314,1.42339,1.42346,1.42420,1.42336,1.42361
2016-04-12 04 AM,1.42342,1.42465,1.42339,1.42425,1.42361,1.42487,1.42361,1.42450
2016-04-12 05 AM,1.42425,1.42459,1.42357,1.42430,1.42441,1.42481,1.42381,1.42455
2016-04-12 06 AM,1.42425,1.42665,1.42268,1.42584,1.42449,1.42687,1.42289,1.42603
2016-04-12 07 AM,1.42582,1.42799,1.42442,1.42544,1.42600,1.42816,1.42462,1.42561
2016-04-12 08 AM,1.42548,1.43131,1.42535,1.42920,1.42567,1.43158,1.42554,1.42946
2016-04-12 09 AM,1.42916,1.43197,1.42805,1.43052,1.42938,1.43223,1.42831,1.43072
2016-04-12 10 AM,1.43052,1.43468,1.43052,1.43152,1.43073,1.43494,1.43073,1.43174
2016-04-12 11 AM,1.43154,1.43220,1.42932,1.43066,1.43175,1.43241,1.42952,1.43086
2016-04-12 12 PM,1.43061,1.43105,1.42508,1.42619,1.43080,1.43124,1.42533,1.42637
2016-04-12 01 PM,1.42623,1.42783,1.42213,1.42312,1.42644,1.42803,1.42246,1.42330
2016-04-12 02 PM,1.42316,1.42365,1.41955,1.42070,1.42338,1.42383,1.41975,1.42086
2016-04-12 03 PM,1.42074,1.42506,1.41963,1.42421,1.42094,1.42529,1.41984,1.42445
2016-04-12 04 PM,1.42417,1.42569,1.42343,1.42426,1.42437,1.42595,1.42367,1.42446
2016-04-12 05 PM,1.42425,1.42592,1.42425,1.42542,1.42448,1.42612,1.42448,1.42561
2016-04-12 06 PM,1.42541,1.42746,1.42515,1.42746,1.42563,1.42770,1.42536,1.42770
2016-04-12 07 PM,1.42747,1.42747,1.42613,1.42679,1.42766,1.42766,1.42631,1.42699
2016-04-12 08 PM,1.42678,1.42753,1.42628,1.42722,1.42699,1.42786,1.42649,1.42768
2016-04-12 09 PM,1.42758,1.42758,1.42542,1.42593,1.42782,1.42798,1.42641,1.42674
2016-04-12 10 PM,1.42594,1.42657,1.42583,1.42636,1.42679,1.42723,1.42620,1.42664
2016-04-12 11 PM,1.42633,1.42649,1.42566,1.42643,1.42665,1.42672,1.42590,1.42667
2016-04-13,1.42642,1.42781,1.42634,1.42686,1.42669,1.42802,1.42658,1.42710
2016-04-13 01 AM,1.42687,1.42727,1.42638,1.42679,1.42709,1.42752,1.42660,1.42704
2016-04-13 02 AM,1.42686,1.42726,1.42601,1.42610,1.42709,1.42750,1.42622,1.42633
2016-04-13 03 AM,1.42616,1.42703,1.42616,1.42658,1.42638,1.42725,1.42638,1.42678
2016-04-13 04 AM,1.42656,1.42664,1.42595,1.42600,1.42675,1.42684,1.42616,1.42621
2016-04-13 05 AM,1.42594,1.42602,1.42352,1.42436,1.42616,1.42624,1.42372,1.42457
2016-04-13 06 AM,1.42442,1.42563,1.42243,1.42277,1.42463,1.42583,1.42267,1.42296
2016-04-13 07 AM,1.42280,1.42561,1.42181,1.42232,1.42304,1.42582,1.42202,1.42251
2016-04-13 08 AM,1.42233,1.42395,1.42034,1.42036,1.42253,1.42417,1.42055,1.42057
2016-04-13 09 AM,1.42042,1.42454,1.42003,1.42328,1.42062,1.42485,1.42024,1.42349
2016-04-13 10 AM,1.42334,1.42518,1.42271,1.42464,1.42354,1.42539,1.42286,1.42487
2016-04-13 11 AM,1.42472,1.42586,1.42262,1.42347,1.42491,1.42605,1.42279,1.42366
2016-04-13 12 PM,1.42341,1.42541,1.42105,1.42420,1.42361,1.42567,1.42205,1.42438
2016-04-13 01 PM,1.42415,1.42550,1.42028,1.42102,1.42433,1.42568,1.42047,1.42123
2016-04-13 02 PM,1.42108,1.42279,1.41991,1.42063,1.42128,1.42299,1.42012,1.42080
2016-04-13 03 PM,1.42067,1.42390,1.41921,1.42210,1.42084,1.42419,1.41941,1.42228
2016-04-13 04 PM,1.42206,1.42240,1.42076,1.42230,1.42224,1.42258,1.42097,1.42247
2016-04-13 05 PM,1.42226,1.42268,1.42019,1.42134,1.42242,1.42289,1.42037,1.42152
2016-04-13 06 PM,1.42139,1.42157,1.42067,1.42125,1.42155,1.42178,1.42087,1.42147
2016-04-13 07 PM,1.42119,1.42166,1.42031,1.42036,1.42142,1.42186,1.42050,1.42056
2016-04-13 08 PM,1.42029,1.42058,1.41979,1.42026,1.42052,1.42078,1.42004,1.42066
2016-04-13 09 PM,1.42026,1.42069,1.41986,1.42009,1.42094,1.42121,1.42040,1.42054
2016-04-13 10 PM,1.42012,1.42061,1.41971,1.42037,1.42054,1.42096,1.42004,1.42068
2016-04-13 11 PM,1.42036,1.42040,1.41859,1.41877,1.42066,1.42067,1.41890,1.41899
2016-04-14,1.41881,1.41894,1.41662,1.41730,1.41898,1.41917,1.41691,1.41754
2016-04-14 01 AM,1.41736,1.41784,1.41454,1.41516,1.41759,1.41806,1.41474,1.41534
2016-04-14 02 AM,1.41509,1.41600,1.41474,1.41573,1.41530,1.41621,1.41497,1.41594
2016-04-14 03 AM,1.41567,1.41568,1.41383,1.41386,1.41589,1.41589,1.41404,1.41408
2016-04-14 04 AM,1.41381,1.41455,1.41336,1.41349,1.41402,1.41476,1.41358,1.41373
2016-04-14 05 AM,1.41355,1.41419,1.41202,1.41280,1.41377,1.41444,1.41228,1.41303
2016-04-14 06 AM,1.41274,1.41383,1.41140,1.41323,1.41298,1.41405,1.41163,1.41341
2016-04-14 07 AM,1.41321,1.41321,1.40895,1.41242,1.41341,1.41341,1.40914,1.41264
2016-04-14 08 AM,1.41247,1.41600,1.41148,1.41436,1.41269,1.41620,1.41167,1.41457
2016-04-14 09 AM,1.41441,1.41779,1.41330,1.41441,1.41464,1.41796,1.41359,1.41460
2016-04-14 10 AM,1.41437,1.41573,1.41206,1.41280,1.41455,1.41592,1.41226,1.41380
2016-04-14 11 AM,1.41300,1.41687,1.41149,1.41421,1.41400,1.41718,1.41249,1.41442
2016-04-14 12 PM,1.41427,1.41775,1.41123,1.41650,1.41448,1.41794,1.41217,1.41671
2016-04-14 01 PM,1.41656,1.41728,1.41376,1.41388,1.41676,1.41746,1.41395,1.41410
2016-04-14 02 PM,1.41394,1.41552,1.41209,1.41395,1.41416,1.41572,1.41226,1.41414
2016-04-14 03 PM,1.41398,1.41556,1.41292,1.41467,1.41414,1.41573,1.41311,1.41486
2016-04-14 04 PM,1.41464,1.41644,1.41441,1.41562,1.41481,1.41662,1.41460,1.41583
2016-04-14 05 PM,1.41559,1.41661,1.41479,1.41581,1.41578,1.41681,1.41497,1.41602
2016-04-14 06 PM,1.41583,1.41650,1.41479,1.41535,1.41603,1.41670,1.41499,1.41553
2016-04-14 07 PM,1.41540,1.41604,1.41505,1.41510,1.41560,1.41627,1.41531,1.41531
2016-04-14 08 PM,1.41503,1.41542,1.41476,1.41510,1.41527,1.41596,1.41498,1.41582
2016-04-14 09 PM,1.41511,1.41539,1.41460,1.41461,1.41578,1.41598,1.41497,1.41503
2016-04-14 10 PM,1.41461,1.41478,1.41421,1.41474,1.41502,1.41509,1.41459,1.41503
2016-04-14 11 PM,1.41477,1.41480,1.41382,1.41394,1.41500,1.41500,1.41404,1.41417
2016-04-15,1.41387,1.41441,1.41316,1.41394,1.41412,1.41471,1.41341,1.41417
2016-04-15 01 AM,1.41387,1.41503,1.41376,1.41494,1.41413,1.41527,1.41401,1.41526
2016-04-15 02 AM,1.41494,1.41536,1.41440,1.41475,1.41525,1.41557,1.41464,1.41498
2016-04-15 03 AM,1.41475,1.41587,1.41475,1.41547,1.41499,1.41613,1.41497,1.41570
2016-04-15 04 AM,1.41553,1.41569,1.41490,1.41531,1.41576,1.41591,1.41512,1.41550
2016-04-15 05 AM,1.41524,1.41543,1.41471,1.41471,1.41546,1.41571,1.41493,1.41494
2016-04-15 06 AM,1.41476,1.41714,1.41427,1.41610,1.41502,1.41735,1.41451,1.41631
2016-04-15 07 AM,1.41607,1.41649,1.41354,1.41609,1.41625,1.41671,1.41372,1.41629
2016-04-15 08 AM,1.41605,1.41642,1.41369,1.41641,1.41624,1.41662,1.41388,1.41659
2016-04-15 09 AM,1.41634,1.41881,1.41600,1.41785,1.41656,1.41914,1.41623,1.41803
2016-04-15 10 AM,1.41790,1.42033,1.41715,1.41864,1.41809,1.42055,1.41734,1.41882
2016-04-15 11 AM,1.41858,1.41945,1.41720,1.41887,1.41877,1.41966,1.41741,1.41905
2016-04-15 12 PM,1.41892,1.41901,1.41626,1.41637,1.41912,1.41920,1.41646,1.41657
2016-04-15 01 PM,1.41641,1.41839,1.41506,1.41635,1.41663,1.41858,1.41526,1.41700
2016-04-15 02 PM,1.41636,1.41949,1.41635,1.41763,1.41699,1.41967,1.41696,1.41783
2016-04-15 03 PM,1.41765,1.42220,1.41736,1.42149,1.41784,1.42238,1.41758,1.42168
2016-04-15 04 PM,1.42153,1.42352,1.42139,1.42265,1.42172,1.42377,1.42160,1.42285
2016-04-15 05 PM,1.42271,1.42412,1.42081,1.42103,1.42290,1.42436,1.42098,1.42124
2016-04-15 06 PM,1.42098,1.42111,1.42022,1.42041,1.42118,1.42130,1.42041,1.42058
2016-04-15 07 PM,1.42034,1.42052,1.41940,1.41969,1.42054,1.42069,1.41960,1.41993
2016-04-15 08 PM,1.41966,1.42110,1.41950,1.41992,1.41990,1.42151,1.41971,1.42092
2016-04-17 09 PM,1.41954,1.41960,1.41749,1.41879,1.42054,1.42060,1.41881,1.41956
2016-04-17 10 PM,1.41871,1.41917,1.41712,1.41712,1.41971,1.42017,1.41754,1.41754
2016-04-17 11 PM,1.41713,1.41820,1.41687,1.41778,1.41752,1.41849,1.41715,1.41808
2016-04-18,1.41779,1.41828,1.41723,1.41734,1.41808,1.41865,1.41747,1.41762
2016-04-18 01 AM,1.41740,1.41786,1.41693,1.41737,1.41770,1.41810,1.41716,1.41762
2016-04-18 02 AM,1.41732,1.41738,1.41617,1.41654,1.41757,1.41761,1.41636,1.41676
2016-04-18 03 AM,1.41654,1.41681,1.41634,1.41677,1.41677,1.41705,1.41657,1.41703
2016-04-18 04 AM,1.41686,1.41708,1.41635,1.41700,1.41705,1.41730,1.41658,1.41723
2016-04-18 05 AM,1.41694,1.41699,1.41584,1.41634,1.41718,1.41722,1.41605,1.41655
2016-04-18 06 AM,1.41628,1.41652,1.41303,1.41399,1.41649,1.41673,1.41324,1.41417
2016-04-18 07 AM,1.41393,1.41917,1.41351,1.41798,1.41412,1.41936,1.41373,1.41817
2016-04-18 08 AM,1.41803,1.41999,1.41626,1.41846,1.41823,1.42017,1.41646,1.41866
2016-04-18 09 AM,1.41852,1.41965,1.41807,1.41893,1.41870,1.41986,1.41828,1.41913
2016-04-18 10 AM,1.41890,1.42031,1.41827,1.41936,1.41907,1.42051,1.41846,1.41955
2016-04-18 11 AM,1.41941,1.41978,1.41669,1.41770,1.41960,1.41997,1.41689,1.41788
2016-04-18 12 PM,1.41775,1.41970,1.41643,1.41924,1.41794,1.41988,1.41663,1.41944
2016-04-18 01 PM,1.41924,1.42161,1.41821,1.42082,1.41942,1.42182,1.41838,1.42107
2016-04-18 02 PM,1.42088,1.42813,1.42070,1.42716,1.42112,1.42842,1.42097,1.42736
2016-04-18 03 PM,1.42721,1.42808,1.42623,1.42730,1.42740,1.42829,1.42643,1.42749
2016-04-18 04 PM,1.42736,1.42898,1.42677,1.42759,1.42753,1.42926,1.42696,1.42779
2016-04-18 05 PM,1.42764,1.42852,1.42673,1.42789,1.42785,1.42872,1.42694,1.42810
2016-04-18 06 PM,1.42795,1.42896,1.42713,1.42747,1.42815,1.42918,1.42735,1.42768
2016-04-18 07 PM,1.42742,1.42790,1.42713,1.42728,1.42761,1.42809,1.42733,1.42749
2016-04-18 08 PM,1.42734,1.42787,1.42712,1.42764,1.42755,1.42811,1.42732,1.42789
2016-04-18 09 PM,1.42755,1.42800,1.42728,1.42743,1.42829,1.42860,1.42777,1.42788
2016-04-18 10 PM,1.42744,1.42756,1.42701,1.42701,1.42788,1.42790,1.42731,1.42731
2016-04-18 11 PM,1.42699,1.42916,1.42696,1.42829,1.42732,1.42940,1.42724,1.42852
2016-04-19,1.42833,1.42916,1.42829,1.42896,1.42859,1.42941,1.42850,1.42921
2016-04-19 01 AM,1.42897,1.43086,1.42897,1.43026,1.42921,1.43110,1.42921,1.43049
2016-04-19 02 AM,1.43023,1.43084,1.42930,1.43072,1.43046,1.43107,1.42957,1.43097
2016-04-19 03 AM,1.43066,1.43142,1.43007,1.43126,1.43092,1.43163,1.43033,1.43147
2016-04-19 04 AM,1.43119,1.43119,1.43041,1.43070,1.43143,1.43143,1.43067,1.43095
2016-04-19 05 AM,1.43077,1.43133,1.43028,1.43127,1.43100,1.43156,1.43053,1.43150
2016-04-19 06 AM,1.43121,1.43381,1.43117,1.43337,1.43145,1.43402,1.43138,1.43352
2016-04-19 07 AM,1.43339,1.43354,1.43023,1.43065,1.43361,1.43375,1.43043,1.43087
2016-04-19 08 AM,1.43059,1.43269,1.42829,1.43194,1.43082,1.43290,1.42852,1.43225
2016-04-19 09 AM,1.43191,1.43614,1.43090,1.43495,1.43216,1.43649,1.43111,1.43516
2016-04-19 10 AM,1.43492,1.43768,1.43453,1.43665,1.43516,1.43788,1.43475,1.43689
2016-04-19 11 AM,1.43671,1.43877,1.43528,1.43746,1.43695,1.43894,1.43546,1.43765
2016-04-19 12 PM,1.43752,1.43894,1.43614,1.43796,1.43770,1.43913,1.43633,1.43813
2016-04-19 01 PM,1.43793,1.44137,1.43785,1.44129,1.43807,1.44157,1.43806,1.44150
2016-04-19 02 PM,1.44130,1.44181,1.43811,1.44019,1.44147,1.44200,1.43830,1.44037
2016-04-19 03 PM,1.44013,1.44147,1.43814,1.43943,1.44032,1.44165,1.43851,1.43959
2016-04-19 04 PM,1.43946,1.43946,1.43767,1.43845,1.43966,1.43966,1.43788,1.43865
2016-04-19 05 PM,1.43852,1.43984,1.43852,1.43961,1.43867,1.44005,1.43867,1.43982
2016-04-19 06 PM,1.43967,1.44053,1.43941,1.44020,1.43988,1.44073,1.43961,1.44041
2016-04-19 07 PM,1.44015,1.44051,1.43906,1.43970,1.44035,1.44070,1.43929,1.43991
2016-04-19 08 PM,1.43973,1.44024,1.43934,1.43944,1.43991,1.44053,1.43959,1.44004
2016-04-19 09 PM,1.43886,1.43979,1.43851,1.43913,1.43986,1.44057,1.43935,1.43968
2016-04-19 10 PM,1.43915,1.43981,1.43857,1.43857,1.43967,1.44027,1.43893,1.43893
2016-04-19 11 PM,1.43858,1.43933,1.43839,1.43850,1.43893,1.43955,1.43865,1.43877
2016-04-20,1.43856,1.43894,1.43796,1.43843,1.43885,1.43918,1.43818,1.43866
2016-04-20 01 AM,1.43846,1.43903,1.43841,1.43852,1.43866,1.43924,1.43862,1.43872
2016-04-20 02 AM,1.43857,1.43857,1.43748,1.43823,1.43878,1.43878,1.43771,1.43844
2016-04-20 03 AM,1.43828,1.43855,1.43696,1.43706,1.43849,1.43877,1.43720,1.43728
2016-04-20 04 AM,1.43705,1.43776,1.43610,1.43638,1.43725,1.43797,1.43634,1.43659
2016-04-20 05 AM,1.43633,1.43640,1.43480,1.43568,1.43653,1.43666,1.43501,1.43591
2016-04-20 06 AM,1.43574,1.43759,1.43519,1.43681,1.43597,1.43779,1.43542,1.43701
2016-04-20 07 AM,1.43677,1.43779,1.43567,1.43725,1.43696,1.43798,1.43588,1.43745
2016-04-20 08 AM,1.43730,1.43801,1.43395,1.43737,1.43750,1.43819,1.43495,1.43757
2016-04-20 09 AM,1.43734,1.44062,1.43703,1.44037,1.43753,1.44081,1.43720,1.44056
2016-04-20 10 AM,1.44033,1.44053,1.43672,1.43753,1.44051,1.44070,1.43690,1.43771
2016-04-20 11 AM,1.43747,1.43906,1.43704,1.43780,1.43766,1.43924,1.43728,1.43799
2016-04-20 12 PM,1.43785,1.43988,1.43681,1.43797,1.43803,1.44006,1.43700,1.43818
2016-04-20 01 PM,1.43803,1.44040,1.43748,1.43919,1.43823,1.44059,1.43768,1.43954
2016-04-20 02 PM,1.43919,1.44056,1.43742,1.44007,1.43955,1.44074,1.43759,1.44023
2016-04-20 03 PM,1.44011,1.44101,1.43712,1.43727,1.44028,1.44120,1.43730,1.43745
2016-04-20 04 PM,1.43721,1.43871,1.43663,1.43811,1.43740,1.43892,1.43680,1.43835
2016-04-20 05 PM,1.43811,1.43850,1.43628,1.43725,1.43834,1.43872,1.43648,1.43745
2016-04-20 06 PM,1.43730,1.43735,1.43610,1.43649,1.43748,1.43755,1.43629,1.43670
2016-04-20 07 PM,1.43647,1.43659,1.43302,1.43312,1.43669,1.43680,1.43327,1.43333
2016-04-20 08 PM,1.43320,1.43406,1.43287,1.43300,1.43336,1.43426,1.43316,1.43332
2016-04-20 09 PM,1.43306,1.43358,1.43284,1.43321,1.43406,1.43411,1.43335,1.43366
2016-04-20 10 PM,1.43317,1.43356,1.43303,1.43342,1.43367,1.43389,1.43335,1.43373
2016-04-20 11 PM,1.43343,1.43383,1.43313,1.43352,1.43372,1.43406,1.43336,1.43377
2016-04-21,1.43352,1.43375,1.43195,1.43237,1.43376,1.43398,1.43218,1.43259
2016-04-21 01 AM,1.43238,1.43317,1.43199,1.43315,1.43259,1.43342,1.43221,1.43340
2016-04-21 02 AM,1.43315,1.43351,1.43253,1.43318,1.43338,1.43373,1.43274,1.43339
2016-04-21 03 AM,1.43316,1.43452,1.43285,1.43438,1.43338,1.43474,1.43309,1.43458
2016-04-21 04 AM,1.43432,1.43440,1.43349,1.43358,1.43452,1.43467,1.43370,1.43379
2016-04-21 05 AM,1.43358,1.43468,1.43253,1.43428,1.43380,1.43494,1.43277,1.43449
2016-04-21 06 AM,1.43423,1.43557,1.43381,1.43465,1.43443,1.43579,1.43403,1.43485
2016-04-21 07 AM,1.43470,1.43581,1.43321,1.43322,1.43491,1.43596,1.43337,1.43342
2016-04-21 08 AM,1.43319,1.43383,1.42957,1.43131,1.43336,1.43402,1.43006,1.43150
2016-04-21 09 AM,1.43126,1.43580,1.43109,1.43570,1.43144,1.43600,1.43130,1.43588
2016-04-21 10 AM,1.43564,1.43801,1.43564,1.43748,1.43583,1.43821,1.43583,1.43769
2016-04-21 11 AM,1.43750,1.43932,1.43639,1.43907,1.43769,1.43950,1.43658,1.43925
2016-04-21 12 PM,1.43903,1.44393,1.43899,1.44290,1.43920,1.44422,1.43915,1.44313
2016-04-21 01 PM,1.44295,1.44335,1.43236,1.43364,1.44318,1.44360,1.43261,1.43388
2016-04-21 02 PM,1.43359,1.43454,1.43127,1.43374,1.43382,1.43475,1.43144,1.43395
2016-04-21 03 PM,1.43371,1.43429,1.43182,1.43357,1.43388,1.43448,1.43201,1.43376
2016-04-21 04 PM,1.43354,1.43394,1.43196,1.43290,1.43370,1.43413,1.43215,1.43310
2016-04-21 05 PM,1.43285,1.43371,1.43239,1.43239,1.43304,1.43391,1.43258,1.43258
2016-04-21 06 PM,1.43234,1.43261,1.43169,1.43244,1.43252,1.43283,1.43188,1.43262
2016-04-21 07 PM,1.43248,1.43325,1.43244,1.43272,1.43268,1.43346,1.43265,1.43288
2016-04-21 08 PM,1.43275,1.43293,1.43169,1.43212,1.43295,1.43312,1.43199,1.43245
2016-04-21 09 PM,1.43201,1.43227,1.43139,1.43151,1.43239,1.43294,1.43184,1.43212
2016-04-21 10 PM,1.43150,1.43190,1.43125,1.43161,1.43212,1.43238,1.43155,1.43195
2016-04-21 11 PM,1.43155,1.43261,1.43155,1.43217,1.43188,1.43287,1.43187,1.43241
2016-04-22,1.43220,1.43404,1.43210,1.43318,1.43249,1.43430,1.43235,1.43341
2016-04-22 01 AM,1.43317,1.43459,1.43317,1.43458,1.43339,1.43483,1.43339,1.43481
2016-04-22 02 AM,1.43464,1.43546,1.43415,1.43415,1.43487,1.43568,1.43435,1.43435
2016-04-22 03 AM,1.43408,1.43534,1.43384,1.43417,1.43431,1.43556,1.43407,1.43439
2016-04-22 04 AM,1.43412,1.43496,1.43350,1.43485,1.43433,1.43520,1.43377,1.43508
2016-04-22 05 AM,1.43489,1.43650,1.43457,1.43573,1.43517,1.43673,1.43484,1.43597
2016-04-22 06 AM,1.43568,1.43673,1.43488,1.43625,1.43591,1.43698,1.43508,1.43647
2016-04-22 07 AM,1.43621,1.43621,1.43180,1.43383,1.43641,1.43645,1.43195,1.43406
2016-04-22 08 AM,1.43387,1.43635,1.43334,1.43439,1.43405,1.43655,1.43353,1.43461
2016-04-22 09 AM,1.43441,1.43517,1.43214,1.43468,1.43456,1.43534,1.43234,1.43486
